Id,Nom,Adresse,Ville,Secteur,Site,Tel,Email,ScoreActuel,Categorie,Objectif,Opportunite,Score,Signaux,Reco,EmailObjet,EmailCorps
7224,CUPRA City Garage Paris,"
1 Bd de la Madeleine, 75001 Paris, France",Paris,concessionnaires_auto,https://cupracitygarageparis.fr/,+33170601718,cupracitygarageparis@vgrf.fr,0,concessionnaires_auto,web,1,10,no_og(+5); no_webp(+5),,,
7225,ESSOULHI,"
53 Rue des Frères Flavien, 75020 Paris, France",Paris,concessionnaires_auto,https://ak-garage.com/,+33171759124,contact@ak-garage.com,0,concessionnaires_auto,web,1,5,no_favicon(+5),,,
7226,Tout Autos Lyon 8 carrosserie / pneumatique / mécanique,"
106 Rue Pierre Delore, 69008 Lyon, France",Lyon,concessionnaires_auto,,+33437378557,,0,concessionnaires_auto,web,5,,Aucun site — création,a_contacter,,
7227,Garage Lamure,"
36 Rue d'Ivry, 69004 Lyon, France",Lyon,concessionnaires_auto,,+33478301112,,0,concessionnaires_auto,web,5,,Aucun site — création,a_contacter,,
7228,SPOTICAR STELLANTIS &YOU PARIS PORTE DE VERSAILLES,,Paris,concessionnaires_auto,,,,0,concessionnaires_auto,web,2,,"Aucun site, aucun contact — à vérifier (GMB)",a_verifier,,
7229,garage paris 20,"
4 Rue de la Mare, 75020 Paris, France",Paris,concessionnaires_auto,https://garage-menilmontant.com/,+33185532019,,0,concessionnaires_auto,web,4,100,pas de DNS (garage-menilmontant.com inexistant),a_contacter,,
7230,SELLING CAR,"
32 Rue du Laos, 75015 Paris, France",Paris,concessionnaires_auto,https://sellingcarparis.fr/fr,+33142508088,,0,concessionnaires_auto,web,1,0,Site moderne,,,
7231,CHOPELIN,"
18 TER, 20 Rue Jean Chevailler, 69008 Lyon, France",Lyon,concessionnaires_auto,https://reseau.garage-premier.fr/5695-fred-auto,+33478758893,,0,concessionnaires_auto,web,35,,reseau.garage-premier.fr = réseau Garage Premier — grand compte,a_verifier,,
7232,BORSA,"
14 Rue du Général de Miribel, 69007 Lyon, France",Lyon,concessionnaires_auto,https://www.idgarages.com/garage/lyon/GB32789_garage-doct-auto?rwg_token=AFd1xnGsqvJdE99o1Ef2WMl_5k9tQbAZs9sKhvvFFtSLe7t7wqqAbOK4PQ4619LzY8nmX5o-5HUcHu4tKnnlZGqbOUQoMebUnw%3D%3D,+33658186006,,0,concessionnaires_auto,web,2,,idgarages.com = annuaire garages — pas de site propre,a_verifier,,
7233,AUDI Paris 16 - VGRF Grand Paris,"
105 Bd Murat, 75016 Paris, France",Paris,concessionnaires_auto,https://audi-paris16.fr/occasion,+33140713530,audi.paris16@vgrf.fr,0,concessionnaires_auto,web,1,5,no_og(+5),,,
7234,Audi Paris 12 - VGRF Grand Paris,"
88 Cr de Vincennes, 75012 Paris, France",Paris,concessionnaires_auto,https://www.audi-paris12.com/,+33180058230,audi.paris12@vgrf.fr,0,concessionnaires_auto,web,1,5,no_og(+5),,,
7235,MOULIN,"
7 Rue Emile Lepeu, 75011 Paris, France",Paris,concessionnaires_auto,https://concessionnaire.renault.fr/garage-giamson.html,+33140091111,,0,concessionnaires_auto,web,35,,concessionnaire.renault.fr = réseau marque — grand compte,a_verifier,,
7236,YF Auto Paris,"
38 Rue Dunois, 75013 Paris, France",Paris,concessionnaires_auto,,+33751108093,,0,concessionnaires_auto,web,5,,Aucun site — création,a_contacter,,
7237,MOULIN,"
20 Bd de l'Hôpital, 75005 Paris, France",Paris,concessionnaires_auto,https://concessionnaire.renault.fr/paris-garage-austerlitz.html,+33142781822,,0,concessionnaires_auto,web,35,,concessionnaire.renault.fr = réseau marque — grand compte,a_verifier,,
7238,Garage Lyon Pneus Services,"
103 Rue Professeur Beauvisage, 69008 Lyon, France",Lyon,concessionnaires_auto,https://www.garagelyon.com/,+33478004691,,0,concessionnaires_auto,web,1,0,Site moderne,,,
