nb_avis,email,created_at,score,rating,prenom,ne_plus_contacter,adresse,ecarte,data_extra,note,updated_at,source,id,telephone,statut_meta,liste_id,entreprise,statut,ville,secteur,nom,site_web
9925,contact@citya.com,2026-09-14T14:46:34,0,3.9,,0,"
107 Rue Servient, 69003 Lyon, France",1,"{""legacy_id"": 619, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""envoye"", ""categorie"": ""immobilier"", ""mot_cle"": ""agent immobilier"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+Immobili%C3%A8re+Lyon+-+Citya+Vend%C3%B4me+Lumi%C3%A8re/data=!4m7!3m6!1s0x47f4ea8afba40edd:0xf1cdb1fe6809f29f!8m2!3d45.7606563!4d4.8501093!16s%2Fg%2F11b779dnds!19sChIJ3Q6k-4rq9EcRn_IJaP6xzfE?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""telephone_2"": ""0247471111"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [\""contact@citya.com\""], \""phones\"": [\""0247471111\""], \""siret\"": null, \""rcs\"": null, \""capital\"": null, \""adresse\"": null, \""editeur\"": null}"", ""date_scraping"": ""2026-06-01 22:37:21"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""step1_envoye"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_opportunite"": 35, ""ia_signaux"": ""citya.com = réseau Citya — grand compte"", ""ia_reco"": ""a_verifier""}",Email: contact@citya.com | Tel: 0247471111,2026-09-17T15:18:09,legacy_maps,7892,+33472757275,"{""created_at"": ""2026-09-14T14:46:34"", ""source"": ""legacy_maps""}",144,Agence Immobilière Lyon - Citya Vendôme Lumière,qualifie,Lyon,immobilier,Agence Immobilière Lyon - Citya Vendôme Lumière,https://www.citya.com/nous-contacter/324?
664,,2026-09-14T14:46:34,15,4.4,,0,"
33 Rue Tiquetonne, 75002 Paris, France",1,"{""legacy_id"": 552, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""categorie"": ""immobilier"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+Immobili%C3%A8re+Paris+Immobilier/data=!4m7!3m6!1s0x47e66e1848eac5f3:0x9bf90a8f4e6f72!8m2!3d48.8646974!4d2.3473326!16s%2Fg%2F1v96l2yh!19sChIJ88XqSBhu5kcRcm9Ojwr5mwA?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [], \""phones\"": [], \""siret\"": null, \""rcs\"": null, \""capital\"": null, \""adresse\"": null, \""editeur\"": null}"", ""date_scraping"": ""2026-06-01 23:33:20"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""a_contacter"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_score"": 15, ""ia_opportunite"": 1, ""ia_signaux"": ""pas_https(+15)""}",Not Found The requested URL was not found on this server. Apache/2.4.54 (Debian) Server at www.parisimmobilier.fr Port 80,2026-09-17T15:18:09,legacy_maps,7890,+33153409444,"{""created_at"": ""2026-09-14T14:46:34"", ""source"": ""legacy_maps""}",146,Agence Immobilière Paris Immobilier,qualifie,Paris,immobilier,Agence Immobilière Paris Immobilier,http://www.parisimmobilier.fr/
24,,2026-09-14T14:46:34,0,4.5,,0,"
24 bis Pl. Bellecour, 69002 Lyon, France",1,"{""legacy_id"": 360, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""categorie"": ""immobilier"", ""mot_cle"": ""agence immobiliere"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+immobili%C3%A8re+Lafor%C3%AAt+Lyon+2Eme/data=!4m7!3m6!1s0x47f4ea5235e0b80d:0x6924c32aa0074b3d!8m2!3d45.7565575!4d4.8322443!16s%2Fg%2F1tgn41z6!19sChIJDbjgNVLq9EcRPUsHoCrDJGk?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [], \""phones\"": [], \""siret\"": null, \""rcs\"": null, \""capital\"": null, \""adresse\"": null, \""editeur\"": null}"", ""date_scraping"": ""2026-06-01 20:18:25"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""a_contacter"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_opportunite"": 35, ""ia_signaux"": ""laforet.com = réseau Laforêt — grand compte"", ""ia_reco"": ""a_verifier""}","Skip to main content User Agreement Privacy Policy Professional Community Policies Cookie Policy Copyright Policy Regional Info Privacy Policy Effective November 3, 2025 Your Privacy Matters LinkedIn’s mission is to connect the world’s professionals to allow them to be more productive and successful. Central to this mission is our commitment to be transparent about the data we collect about you, how it is used and with whom it is shared. This Privacy Policy applies when you use our Services (described below). We offer our users choices about the data we collect, use and share as described in this Privacy Policy, Cookie Policy, Settings and our Help Center. Key Terms Table of Contents Data We Collect How We Use Your Data How We Share Information Your Choices and Obligations Other Important Information Introduction We are a social network and online platform for professionals. People use our Services to find and be found for business opportunities, to connect with others and find information. Our Privacy Policy applies to any Member or Visitor to our Services. Our registered users (“Members”) share their professional identities, engage with their network, exchange knowledge and professional insights, post and view relevant content, learn and develop skills, and find business and career opportunities. Content and data on some of our Services is viewable to non-Members (“Visitors”). We use the term “Designated Countries” to refer to countries in the European Union (EU), European Economic Area (EEA), and Switzerland. Members and Visitors located in the Designated Countries or the UK can review additional information in our European Regional Privacy Notice. Services This Privacy Policy, including our Cookie Policy applies to your use of our Services. This Privacy Policy applies to LinkedIn.com, LinkedIn-branded apps, and other LinkedIn-branded sites, apps, communications and services offered by LinkedIn (“Services”), including off-site Services, such as our ad services and the “Apply with LinkedIn” and “Share with LinkedIn” plugins, but excluding services that state that they are offered under a different privacy policy. For California residents, additional disclosures required by California law may be found in our California Privacy Disclosure. Data Controllers and Contracting Parties If you are in the “Designated Countries”, LinkedIn Ireland Unlimited Company (“LinkedIn Ireland”) will be the controller of your personal data provided to, or collected by or for, or processed in connection with our Services. If you are outside of the Designated Countries, LinkedIn Corporation will be the controller of (or business responsible for) your personal data provided to, or collected by or for, or processed in connection with our Services. As a Visitor or Member of our Services, the collection, use and sharing of your personal data is subject to this Privacy Policy and other documents referenced in this Privacy Policy, as well as updates. Change Changes to the Privacy Policy apply to your use of our Services after the “effective date.” LinkedIn (“we” or “us”) can modify this Privacy Policy, and if we make material changes to it, we will provide notice through our Services, or by other means,",2026-09-17T15:18:09,legacy_maps,7889,+33478422525,"{""created_at"": ""2026-09-14T14:46:34"", ""source"": ""legacy_maps""}",144,Agence immobilière Laforêt Lyon 2Eme,qualifie,Lyon,immobilier,Agence immobilière Laforêt Lyon 2Eme,https://www.laforet.com/agence-immobiliere/lyon2?utm_source=google&utm_medium=mybusiness
548,,2026-09-14T14:46:34,0,4.5,,0,"
7 Bd Raspail, 75007 Paris, France",0,"{""legacy_id"": 563, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""audite"", ""categorie"": ""Agence"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/L%27Agence+Bac+Saint+Germain+Immo+Paris+7eme/data=!4m7!3m6!1s0x47e671d5bfc01711:0xb17f95a2ade9fdc0!8m2!3d48.8552502!4d2.3260969!16s%2Fg%2F11b7q6_3n5!19sChIJERfAv9Vx5kcRwP3praKVf7E?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-01 22:33:20"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 8.0, ""approuve"": 0, ""template_used"": ""maquette"", ""template_variant"": ""v1"", ""profile"": ""A"", ""statut_prospection"": ""a_contacter"", ""date_audit"": ""2026-06-27 14:14:43"", ""ia_opportunite"": 5, ""ia_signaux"": ""Pas de site, téléphone présent — à contacter (création)"", ""ia_reco"": ""a_contacter""}",,2026-09-17T15:18:09,legacy_maps,7887,+33142223030,"{""created_at"": ""2026-09-14T14:46:34"", ""source"": ""legacy_maps""}",150,L'Agence Bac Saint Germain Immo Paris 7eme,qualifie,Paris,Agence,L'Agence Bac Saint Germain Immo Paris 7eme,
662,vente@paris-seine-immobilier.com,2026-09-14T14:46:34,5,4.6,,0,"
59 Rue du Cherche-Midi, 75006 Paris, France",1,"{""legacy_id"": 343, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""categorie"": ""immobilier"", ""mot_cle"": ""agent immobilier"", ""lien_maps"": ""https://www.google.com/maps/place/PARIS+SEINE+IMMOBILIER+-+Agence+Cherche-Midi/data=!4m7!3m6!1s0x47e671d25a167ac7:0xef0c82a01ef20806!8m2!3d48.8484305!4d2.3245875!16s%2Fg%2F1tjf9l46!19sChIJx3oWWtJx5kcRBgjyHqCCDO8?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [], \""phones\"": [], \""siret\"": null, \""rcs\"": null, \""capital\"": null, \""adresse\"": null, \""editeur\"": null}"", ""date_scraping"": ""2026-06-01 23:34:40"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""a_contacter"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_score"": 5, ""ia_opportunite"": 1, ""ia_signaux"": ""no_webp(+5)""}","ACCUEIL ACHETER VENDRE/ESTIMER LOUER GESTION LOCATIVE IMMOBILIER COMMERCIAL PARIS SEINE CONTACTEZ-NOUS MA RECHERCHE FRANÇAIS A VENDRE TYPE DE BIEN VILLE, C.P GO Accueilévaluez votre bien avec Paris Seine Évaluez votre bien avec Paris Seine ESTIMATION GRATUITE · SANS ENGAGEMENT La vraie valeur de votre bien, estimée par des experts parisiens Votre patrimoine mérite une analyse rigoureuse, menée par des professionnels qui connaissent chaque immeuble, chaque marché, chaque arrondissement. ESTIMER MON BIEN EN LIGNE PRENDRE RENDEZ-VOUS → + de 30 ans d'expertise parisienne 5 agences au cœur de Paris 24 h pour recevoir votre estimation Vendez votre bien avec les experts PARIS SEINE DÉCOUVRIR ✦ Estimation offerte Sans frais ni engagement ✦ Résultat sous 24h En ligne ou avec un consultant ✦ Marché actualisé en temps réel Transactions récentes par arrondissement ✦ Accompagnement de A à Z Du mandat à la signature notariale VOTRE ESTIMATION, À VOTRE RYTHME Deux façons d'évaluer votre bien ⚡ RÉSULTAT INSTANTANÉ Estimation en ligne En quelques minutes, obtenez une première fourchette de valeur basée sur les dernières transactions de votre secteur. Simple, immédiat, sans engagement. ESTIMER EN LIGNE → ◎ ANALYSE APPROFONDIE & PERSONNALISÉE Rendez-vous avec un expert Un consultant Paris Seine se déplace dans votre bien et vous remet une valorisation rigoureuse, assortie d'une stratégie de vente sur-mesure et d'un plan de diffusion adapté. PRENDRE RENDEZ-VOUS → NOTRE DIFFÉRENCE Un réseau unique au service de votre vente Nos cinq agences au cœur de Paris partagent une base de données commune. Votre bien bénéficie immédiatement de la visibilité de l'intégralité de notre fichier acquéreurs, qualifiés et actifs. Chaque projet est traité dans sa singularité. Nous définissons une stratégie adaptée à votre situation, votre calendrier et vos objectifs, avec la discrétion que vous êtes en droit d'attendre d'un partenaire d'exception. PARLER À UN CONSEILLER → Base acquéreurs mutualisée entre agences Dès la signature du mandat, votre bien est diffusé en priorité à l'ensemble de notre fichier clients groupé. Expertise rue par rue, immeuble par immeuble Nos négociateurs connaissent chaque copropriété et chaque dynamique de marché dans nos arrondissements. Comptes-rendus de visites systématiques Retour structuré après chaque visite : ressenti acquéreur, positionnement prix, analyse concurrentielle. Commercialisation confidentielle disponible Sur simple demande, votre bien peut être vendu hors portails, sur fichier exclusif, en toute discrétion. Présence éditoriale dans les magazines immobiliers de référence PLAN DE COMMUNICATION Votre bien, mis en lumière Parce que la première impression est irréversible, nous mobilisons l'ensemble de nos outils pour révéler les qualités de votre bien aux meilleurs acquéreurs. ◉ Mise en valeur professionnelle Reportage photographique professionnel Visite virtuelle 3D immersive Home staging 3D et conseils de présentation Vidéo de présentation du bien ◉ Diffusion nationale & internationale Portails premium : Belles Demeures, Propriétés Le Figaro, Résidences Immobilier Portails grands publics : SeLoger, Bien'ici, Logic-Immo Presse de référence : Le Figaro, Forbes, Challenges Réseaux sociaux, newsletters & presse municipale Diffusion dans Propriétés Le Figaro & les supports de prestige VOS BIENS DIFFUSÉS DANS Propriétés Le Figaro ◆ Belles Demeures ◆ Résidences Immobilier ◆ Forbes",2026-09-17T15:18:09,legacy_maps,7882,+33145446600,"{""created_at"": ""2026-09-14T14:46:34"", ""source"": ""legacy_maps""}",146,PARIS SEINE IMMOBILIER - Agence Cherche-Midi,qualifie,Paris,immobilier,PARIS SEINE IMMOBILIER - Agence Cherche-Midi,https://www.paris-seine-immobilier.com/content/22/evaluez-votre-bien-avec-paris-seine.html
7349,,2026-09-14T14:46:34,0,4.7,,0,"
15 Ave Parmentier, 75011 Paris, France",1,"{""legacy_id"": 566, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""categorie"": ""immobilier"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+immobili%C3%A8re+Paris+11+Orpi+Nouallet/data=!4m7!3m6!1s0x47e66df75625c281:0x34b17915193dafd6!8m2!3d48.8600457!4d2.3785844!16s%2Fg%2F1v6qgy8m!19sChIJgcIlVvdt5kcR1q89GRV5sTQ?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""date_scraping"": ""2026-06-01 22:33:20"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""a_contacter"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_opportunite"": 2, ""ia_signaux"": ""calendly.com = plateforme RDV — pas de site propre"", ""ia_reco"": ""a_verifier""}",,2026-09-17T15:18:09,legacy_maps,7870,+33155252050,"{""created_at"": ""2026-09-14T14:46:34"", ""source"": ""legacy_maps""}",144,Agence immobilière Paris 11 Orpi Nouallet,qualifie,Paris,immobilier,Agence immobilière Paris 11 Orpi Nouallet,https://calendly.com/nouallet-ambroise-immobilier/
7558,,2026-09-14T14:46:34,0,4.7,,0,"
47 Av. de Villiers, 75017 Paris, France",1,"{""legacy_id"": 561, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""categorie"": ""immobilier"", ""mot_cle"": ""agence immobilière"", ""lien_maps"": ""https://www.google.com/maps/place/Prestige+Investissement+-+Agence+Immobili%C3%A8re+Paris+17+-+Gestion+Locative,+Achat,+Vente+%26+Location/data=!4m7!3m6!1s0x47e66e7634bb4a79:0x830267a13cd9e4f9!8m2!3d48.8830394!4d2.3073831!16s%2Fg%2F1td4jffw!19sChIJeUq7NHZu5kcR-eTZPKFnAoM?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""telephone_2"": ""0140360263"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [], \""phones\"": [\""0140360263\""], \""siret\"": null, \""rcs\"": \""RCS PARIS 521494401\"", \""capital\"": \""10 000 €\"", \""adresse\"": \""47 Avenue de Villiers 75017 Paris SARL unipersonnelle appartenant à la SARL GROUPE PRESTIGE INVEST au capital de\"", \""editeur\"": null}"", ""date_scraping"": ""2026-06-01 22:33:20"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""a_contacter"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_opportunite"": 2, ""ia_signaux"": ""308 redirect loop (site injoignable)"", ""ia_reco"": ""a_verifier""}",RCS: RCS PARIS 521494401 | Adresse: 47 Avenue de Villiers 75017 Paris SARL unipersonnelle appartenant à la SARL GROUPE PRESTIGE INVEST a | Capital: 10 000 € | Tel: 0140360263,2026-09-17T15:18:09,legacy_maps,7869,+33140360263,"{""created_at"": ""2026-09-14T14:46:34"", ""source"": ""legacy_maps""}",144,"Prestige Investissement - Agence Immobilière Paris 17 - Gestion Locative, Achat, Vente & Location",qualifie,Paris,immobilier,"Prestige Investissement - Agence Immobilière Paris 17 - Gestion Locative, Achat, Vente & Location",https://www.prestigeinvest.fr/
72107,contact@unimage.fr,2026-09-14T14:46:34,20,4.7,,0,2 rue de Colmar 94300 Vincennes,1,"{""legacy_id"": 371, ""legacy_table"": ""leads_bruts"", ""campaign_legacy_id"": 12, ""source_legacy"": ""maps"", ""statut_legacy"": ""envoye"", ""categorie"": ""immobilier"", ""mot_cle"": ""agence immobiliere"", ""lien_maps"": ""https://www.google.com/maps/place/C%C3%A9sar+et+Brutus+-+Agence+immobili%C3%A8re+Lyon/data=!4m7!3m6!1s0x47f4ea53e6e98e91:0x37b126570d7fd9fb!8m2!3d45.760024!4d4.83595!16s%2Fg%2F1hhw1t0br!19sChIJkY7p5lPq9EcR-9l_DVcmsTc?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""telephone_2"": ""0482539988, 0158640005, 0970808911, 0474090806"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [\""contact@unimage.fr\""], \""phones\"": [\""0482539988\"", \""0158640005\"", \""0970808911\"", \""0474090806\""], \""siret\"": null, \""rcs\"": \""RCS  520826900\"", \""capital\"": null, \""adresse\"": \""2 rue de Colmar 94300 Vincennes\"", \""editeur\"": \""internet au sens de la Loi LCEN\""}"", ""date_scraping"": ""2026-06-15 21:13:35"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""step1_envoye"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_score"": 20, ""ia_opportunite"": 2, ""ia_signaux"": ""pas_https(+15); no_favicon(+5)"", ""ia_reco"": ""a_verifier""}","Editeur: internet au sens de la Loi LCEN | RCS: RCS  520826900 | Adresse: 2 rue de Colmar 94300 Vincennes | Email: contact@unimage.fr | Tel: 0482539988, 0158640005, 0970808911, 0474090806",2026-09-17T15:18:09,legacy_maps,7868,+33482539988,"{""created_at"": ""2026-09-14T14:46:34"", ""source"": ""legacy_maps""}",144,César et Brutus - Agence immobilière Lyon,qualifie,Lyon,immobilier,César et Brutus - Agence immobilière Lyon,http://www.cesaretbrutus.com/
1,contact@greenhomeimmobilier.fr,2026-09-14T14:46:34,25,4.8,,0,"
1 Rue Fondère, 13004 Marseille, France",1,"{""legacy_id"": 385, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""envoye"", ""categorie"": ""immobilier"", ""mot_cle"": ""estimation immobiliere"", ""lien_maps"": ""https://www.google.com/maps/place/Green+Home+Immobilier+Cinq+Avenues+-+Agence+Immobili%C3%A8re+Marseille+4/data=!4m7!3m6!1s0x12c9bf613b62bb17:0x54426a0f96d9dd76!8m2!3d43.301987!4d5.39819!16s%2Fg%2F11hcz1j7r9!19sChIJF7tiO2G_yRIRdt3Zlg9qQlQ?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""telephone_2"": ""0496124845, 0181850001"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [\""contact@greenhomeimmobilier.fr\""], \""phones\"": [\""0496124845\"", \""0181850001\""], \""siret\"": \""83501818500016\"", \""rcs\"": null, \""capital\"": null, \""adresse\"": \""1 rue Fondère 13004 Marseille Téléphone\"", \""editeur\"": \""Ce site est édité par : Green Home Immobilier Adresse\""}"", ""date_scraping"": ""2026-06-01 20:19:59"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""step1_envoye"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_score"": 25, ""ia_opportunite"": 2, ""ia_signaux"": ""pas_https(+15); no_og(+5); no_webp(+5)"", ""ia_reco"": ""a_verifier""}","Editeur: Ce site est édité par : Green Home Immobilier Adresse | SIRET: 83501818500016 | Adresse: 1 rue Fondère 13004 Marseille Téléphone | Email: contact@greenhomeimmobilier.fr | Tel: 0496124845, 0181850001",2026-09-17T15:18:09,legacy_maps,7867,0496124845,"{""created_at"": ""2026-09-14T14:46:34"", ""source"": ""legacy_maps""}",144,Green Home Immobilier Cinq Avenues - Agence Immobilière Marseille 4,qualifie,Marseille,immobilier,Green Home Immobilier Cinq Avenues - Agence Immobilière Marseille 4,http://www.greenhomeimmobilier.fr/
41,,2026-09-14T14:46:34,0,4.8,,0,"
41 Rue de Richelieu, 75001 Paris, France",1,"{""legacy_id"": 355, ""legacy_table"": ""leads_bruts"", ""source_legacy"": ""maps"", ""statut_legacy"": ""en_attente"", ""categorie"": ""immobilier"", ""mot_cle"": ""agent immobilier"", ""lien_maps"": ""https://www.google.com/maps/place/Agence+immobili%C3%A8re+Lafor%C3%AAt+Paris+1Er+-+ACHAT+-+VENTE+-+LOCATION+-+GESTION+LOCATIVE+-+SYNDIC/data=!4m7!3m6!1s0x47e66ffce5941fc5:0xaf896f7dbe7ecaa6!8m2!3d48.865863!4d2.3366453!16s%2Fg%2F11h42mwx9p!19sChIJxR-U5fxv5kcRpsp-vn1via8?authuser=0&hl=fr&rclk=1"", ""pays"": ""fr"", ""ml_extracted"": ""{\""persons\"": [], \""emails\"": [], \""phones\"": [], \""siret\"": null, \""rcs\"": null, \""capital\"": null, \""adresse\"": null, \""editeur\"": null}"", ""date_scraping"": ""2026-06-01 20:17:21"", ""niveau_urgence"": 0, ""ecarte_legacy"": 0, ""mobile_score"": 0, ""desktop_score"": 0, ""score_performance"": 0, ""score_seo"": 0, ""score_gmb"": 0, ""score_urgence"": 0.0, ""approuve"": 1, ""template_variant"": ""v1"", ""profile"": ""immobilier"", ""statut_prospection"": ""a_contacter"", ""date_audit"": ""2026-06-10 07:22:09"", ""ia_opportunite"": 35, ""ia_signaux"": ""laforet.com = réseau Laforêt — grand compte"", ""ia_reco"": ""a_verifier""}","Skip to main content User Agreement Privacy Policy Professional Community Policies Cookie Policy Copyright Policy Regional Info Privacy Policy Effective November 3, 2025 Your Privacy Matters LinkedIn’s mission is to connect the world’s professionals to allow them to be more productive and successful. Central to this mission is our commitment to be transparent about the data we collect about you, how it is used and with whom it is shared. This Privacy Policy applies when you use our Services (described below). We offer our users choices about the data we collect, use and share as described in this Privacy Policy, Cookie Policy, Settings and our Help Center. Key Terms Table of Contents Data We Collect How We Use Your Data How We Share Information Your Choices and Obligations Other Important Information Introduction We are a social network and online platform for professionals. People use our Services to find and be found for business opportunities, to connect with others and find information. Our Privacy Policy applies to any Member or Visitor to our Services. Our registered users (“Members”) share their professional identities, engage with their network, exchange knowledge and professional insights, post and view relevant content, learn and develop skills, and find business and career opportunities. Content and data on some of our Services is viewable to non-Members (“Visitors”). We use the term “Designated Countries” to refer to countries in the European Union (EU), European Economic Area (EEA), and Switzerland. Members and Visitors located in the Designated Countries or the UK can review additional information in our European Regional Privacy Notice. Services This Privacy Policy, including our Cookie Policy applies to your use of our Services. This Privacy Policy applies to LinkedIn.com, LinkedIn-branded apps, and other LinkedIn-branded sites, apps, communications and services offered by LinkedIn (“Services”), including off-site Services, such as our ad services and the “Apply with LinkedIn” and “Share with LinkedIn” plugins, but excluding services that state that they are offered under a different privacy policy. For California residents, additional disclosures required by California law may be found in our California Privacy Disclosure. Data Controllers and Contracting Parties If you are in the “Designated Countries”, LinkedIn Ireland Unlimited Company (“LinkedIn Ireland”) will be the controller of your personal data provided to, or collected by or for, or processed in connection with our Services. If you are outside of the Designated Countries, LinkedIn Corporation will be the controller of (or business responsible for) your personal data provided to, or collected by or for, or processed in connection with our Services. As a Visitor or Member of our Services, the collection, use and sharing of your personal data is subject to this Privacy Policy and other documents referenced in this Privacy Policy, as well as updates. Change Changes to the Privacy Policy apply to your use of our Services after the “effective date.” LinkedIn (“we” or “us”) can modify this Privacy Policy, and if we make material changes to it, we will provide notice through our Services, or by other means,",2026-09-17T15:18:09,legacy_maps,7863,+33177377411,"{""created_at"": ""2026-09-14T14:46:34"", ""source"": ""legacy_maps""}",144,Agence immobilière Laforêt Paris 1Er - ACHAT - VENTE - LOCATION - GESTION LOCATIVE - SYNDIC,qualifie,Paris,immobilier,Agence immobilière Laforêt Paris 1Er - ACHAT - VENTE - LOCATION - GESTION LOCATIVE - SYNDIC,https://www.laforet.com/agence-immobiliere/paris1
