Id,Nom,Adresse,Ville,Secteur,Site,Tel,Email,ScoreActuel,Categorie,Objectif,Opportunite,Score,Signaux,Reco,EmailObjet,EmailCorps
7456,ECF PARIS SUD - Fontenay-sous-bois,"
85 Av. de Neuilly, 94120 Fontenay-sous-Bois, France",Paris,ecoles_formation,https://www.vroomvroom.fr/meetings-landing?school_id=615f10e06b76990563c7408d&rwg_token=AFd1xnGOEwRGOjt7q8cxoI0WfG1uZsa_89d7v5zCWwB_CtwC_MOV5Z97gchPwiQHn7lj1S64TYuQAxLJXnAULG6OHSoCdEBFBw%3D%3D,+33149749672,reclamation@vroomvroom.fr,0,ecoles_formation,web,35,,vroomvroom.fr = plateforme école — grand compte,a_verifier,,
7457,"ABSUP - Formation CPF Lyon : Excel, AutoCAD, Revit, Photoshop, InDesign, SketchUp, Illustrator","
74 Cr Lafayette, 69003 Lyon, France",Lyon,ecoles_formation,https://www.absup.fr/contact/,+33428298515,,0,ecoles_formation,web,2,,"403 anti-bot (site réel, non analysable)",a_verifier,,
7458,GFS LYON,"
26 Rue de la Gare, 69009 Lyon, France",Lyon,ecoles_formation,http://www.groupeformationsystemes.com/,+33472713054,contact@gfs63.com,0,ecoles_formation,web,2,20,pas_https(+15); no_favicon(+5),a_verifier,,
7459,BEDER,"
47 Rue d'Aubervilliers, 75018 Paris, France",Paris,ecoles_formation,https://www.e2c-paris.fr/,+33140055310,,0,ecoles_formation,web,1,0,Site moderne,,,
7460,IF2M Formation professionnelle,"
113 Rue Marietton, 69009 Lyon, France",Lyon,ecoles_formation,http://www.if2m-formation.fr/,+33478620202,rgpd@avenirsanteformation.fr,0,ecoles_formation,web,1,15,pas_https(+15),,,
7461,Cegos Lyon,"
186 Av. Thiers Immeuble 6eme Sens, 69006 Lyon, France",Lyon,ecoles_formation,https://www.cegos.fr/,+33472137780,espace-client@cegos.fr,0,ecoles_formation,web,35,,cegos.fr = grand compte,a_verifier,,
7462,"ABSUP - Ecole post-bac en alternance à Lyon : Administratif, Commercial, RH, BIM, Designer UX","
70 Rue Maurice Flandin, 69003 Lyon, France",Lyon,ecoles_formation,https://www.absup.pro/,+33428290975,,0,ecoles_formation,web,2,,temps dépassé (site injoignable),a_verifier,,
7463,CONFORMÉMENT,"
100 Rue La Fayette, 75010 Paris, France",Paris,ecoles_formation,http://www.softec.fr/centre-formation-paris,+33241433822,info@softec.fr,0,ecoles_formation,web,1,15,pas_https(+15),,,
7464,FORMATION ET SANTE LYON,"
160/164 Av. Jean Jaurès, 69007 Lyon, France",Lyon,ecoles_formation,https://www.formationetsante.fr/,+33478951801,rgpd@novetude.com,0,ecoles_formation,web,1,0,Site moderne,,,
7465,Pro SAP Formations Paris,"
108bis Av. de Flandre, 75019 Paris, France",Paris,ecoles_formation,http://www.pro-sap.fr/pro-sap-formations-paris/,+33177372600,contact@pro-sap.fr,0,ecoles_formation,web,2,20,pas_https(+15); no_og(+5),a_verifier,,
7466,ABC Formation Continue,"
224 Cr Lafayette, 69003 Lyon, France",Lyon,ecoles_formation,https://calendly.com/conseilleres-pedagogiques/votre-projet-de-formation,+33428000723,,0,ecoles_formation,web,2,,calendly.com = plateforme RDV — pas de site propre,a_verifier,,
7467,CFPTS - Centre national de formation professionnelle aux techniques du spectacle,"
92 Av. Gallieni, 93170 Bagnolet, France",Paris,ecoles_formation,http://www.cfpts.com/,+33148972516,,0,ecoles_formation,web,1,15,pas_https(+15),,,
7468,ADREC Lyon,"
45 Rue Sainte-Geneviève, 69006 Lyon, France",Lyon,ecoles_formation,http://www.adrec-formation.fr/,+33444052185,mickael.micucci@adrec-formation.fr,0,ecoles_formation,web,1,15,pas_https(+15),,,
7469,SIMON,"
8 Rue Georges et Mai Politzer 6, 75012 Paris, France",Paris,ecoles_formation,https://www.afpa.fr/centre/centre-de-paris-politzer?utm_source=gmb&utm_medium=organic&utm_campaign=GMB,+33972723936,,0,ecoles_formation,web,35,,afpa.fr = grand compte public,a_verifier,,
7470,ARINFO Paris,"
19 Rue Roger Bacon, 75017 Paris, France",Paris,ecoles_formation,http://www.arinfo.fr/,+33145778503,,0,ecoles_formation,web,1,15,pas_https(+15),,,
