Id,Nom,Adresse,Ville,Secteur,Site,Tel,Email,ScoreActuel,Categorie,Objectif,Opportunite,Score,Signaux,Reco,EmailObjet,EmailCorps
7949,GOLBERY,"
21 Av. Lacassagne, 69003 Lyon, France",Lyon,plomberie_chauffage,https://lyon.plomberie-roche.fr/contact-plombier-a-lyon/,+33472070707,etsroche@live.fr,,plomberie_chauffage,web,1,5,no_favicon(+5),,,
7950,PLOMBIER S.R PARIS,"
20 All. Darius Milhaud, 75019 Paris, France",Paris,plomberie_chauffage,https://plombier-sr-paris.fr/,+33780977703,artisan.2909@gmail.com,,plomberie_chauffage,web,1,0,Site moderne,,,
7951,BTM PRO - Plomberie Chauffage et Clim,"
10 Rue Greneta, 75003 Paris, France",Paris,plomberie_chauffage,https://btm-pro.fr/plombier-paris/,+33780972526,,,plomberie_chauffage,web,1,5,no_favicon(+5),,,
7952,Techniciens Lyonnais Plombier & Débouchage Lyon,"
2 Rue d'Algérie, 69001 Lyon, France",Lyon,plomberie_chauffage,http://www.technicienlyonnais.fr/,+33652286815,,,plomberie_chauffage,web,2,20,pas_https(+15); no_webp(+5),a_verifier,,
7953,Dépannage 24 - plomberie chauffage lyon,,Lyon,plomberie_chauffage,,,,,plomberie_chauffage,web,2,,"Pas de site, pas de téléphone — à vérifier",a_verifier,,
7954,ANDRÉ,"
21 Rue Davy, 75017 Paris, France",Paris,plomberie_chauffage,https://www.plombierparis.fr/,+33188325693,,,plomberie_chauffage,web,1,0,Site moderne,,,
7955,Fontaine Plomberie Paris 3,"
Rue de Turenne, 75003 Paris, France",Paris,plomberie_chauffage,https://fontaineplombierparis3.fr/,+33189473812,,,plomberie_chauffage,web,1,0,Site moderne,,,
7956,Plombier André,"
65 Rue Blomet, 75015 Paris, France",Paris,plomberie_chauffage,http://plombierparis15pascher.fr/,+33144720849,,,plomberie_chauffage,web,2,20,pas_https(+15); no_webp(+5),a_verifier,,
7957,Résoconfort Adag-caladoise,"
19 Rue Bely, 69004 Lyon, France",Lyon,plomberie_chauffage,https://resoconfort.fr/contact/,+33478397616,service.communication@groupeiserba.fr,,plomberie_chauffage,web,35,,resoconfort.fr = groupe Iseba — grand compte,a_verifier,,
7958,L'Atelier du Plombier Paris,"
100 Rue Alexandre Dumas, 75020 Paris, France",Paris,plomberie_chauffage,https://atelierduplombier.com/,+33188273976,services@atelier-du-plombier.com,,plomberie_chauffage,web,1,0,Site moderne,,,
7959,BENISTY,"
95 rue Sedaine, 3 Ave Parmentier, 75011 Paris, France",Paris,plomberie_chauffage,https://artisan-emmanuel.fr/demande-de-devis/,+33185083034,,,plomberie_chauffage,web,2,40,non_responsive(+40),a_verifier,,
7960,Leroy plombier Paris 16,,Paris,plomberie_chauffage,,,,,plomberie_chauffage,web,2,,"Pas de site, pas de téléphone — à vérifier",a_verifier,,
7961,Arti-Pro Plombier,"
1 Rue de l'Assomption, 75016 Paris, France",Paris,plomberie_chauffage,https://artipro-plomberie.fr/,+33140502626,,,plomberie_chauffage,web,1,10,no_favicon(+5); no_og(+5),,,
7962,ABADOM,"
103 Rue d'Anvers, 69007 Lyon, France",Lyon,plomberie_chauffage,http://www.abadom-plomberie.fr/,+33472720606,,,plomberie_chauffage,web,1,15,pas_https(+15),,,
7963,APAMS,"
46 Rue de la Madeleine, 69007 Lyon, France",Lyon,plomberie_chauffage,https://www.apams-plomberie.fr/,+33684454667,apams-plomberie@hotmail.fr,,plomberie_chauffage,web,1,10,no_og(+5); no_webp(+5),,,
