Id,Nom,Adresse,Ville,Secteur,Site,Tel,Email,ScoreActuel,Categorie,Objectif,Opportunite,Score,Signaux,Reco,EmailObjet,EmailCorps
7199,Edouard Automobiles,"
28 Av. de Saint-Mandé Parking Iptrans, 75012 Paris, France",Paris,concessionnaires_auto,https://www.leboncoin.fr/boutique/53427/edouard_automobiles.htm/,+33750442781,,0,concessionnaires_auto,web,2,,leboncoin.fr = marketplace annonces — pas de site propre,a_verifier,,
7200,MUSY,"
26 - 28 Rue du Mail, 69004 Lyon, France",Lyon,concessionnaires_auto,http://www.eurorepar.fr/garage-garage_du_mail-823.html,+33478295314,,0,concessionnaires_auto,web,35,,eurorepar.fr = réseau Eurorepar — grand compte,a_verifier,,
7201,Auto Switch Paris 16,"
16 Rue Vital, 75116 Paris, France",Paris,concessionnaires_auto,https://autoswitchparis.com/,+33763246439,,0,concessionnaires_auto,web,1,10,no_favicon(+5); no_og(+5),,,
7202,GARAGE PIEGAY,"
9 Rue Duhamel, 69002 Lyon, France",Lyon,concessionnaires_auto,,+33472770970,,0,concessionnaires_auto,web,5,,Aucun site — création,a_contacter,,
7203,Automotive.fr - Achat vente de véhicules,"
3-5 Rue Edouard Robert, 75012 Paris, France",Paris,concessionnaires_auto,https://automotive.fr/,+33772239456,,0,concessionnaires_auto,web,4,100,timeout + connexion fermée (site injoignable),a_contacter,,
7204,Lyon’s Automobiles – Mandataire auto depuis 31 ans,"
95 Av. Franklin Roosevelt, 69150 Décines-Charpieu, France",Lyon,concessionnaires_auto,https://www.lyonsautomobiles.com/,+33472140150,,0,concessionnaires_auto,web,1,10,no_og(+5); no_webp(+5),,,
7205,SUZUKI PARIS - PYRENEES AUTOMOBILES,"
117 bis Rue des Pyrénées, 75020 Paris, France",Paris,concessionnaires_auto,https://www.suzuki-paris.fr/,+33143672066,contact@suzuki-paris.fr,0,concessionnaires_auto,web,1,0,Site moderne,,,
7206,MARKETING,"
10 Rue Louis Blanc, 69200 Vénissieux, France",Lyon,concessionnaires_auto,https://mobilite.jeanlain.com/concessions/mg-motor-lyon/,+33478671212,,0,concessionnaires_auto,web,35,,jeanlain.com = groupe Jean Lain (MG Motor) — grand compte,a_verifier,,
7207,T.R.D AUTOMOBILES,"
19 Rue de Wattignies, 75012 Paris, France",Paris,concessionnaires_auto,http://www.trdautomobile.fr/,+33189164616,,0,concessionnaires_auto,web,3,40,pas_https(+15); generator_Wix.com Website Builder(+20); no_og(+5),a_contacter,,
7208,CENTRAL GARAGE,"
330 Rue Francis de Pressensé, 69100 Villeurbanne, France",Lyon,concessionnaires_auto,https://www.centralgarage-lyon.com/,+33478682171,,0,concessionnaires_auto,web,1,5,no_og(+5),,,
7209,Garage Republique,"
133 Rue Amelot, 75011 Paris, France",Paris,concessionnaires_auto,,+33984482716,,0,concessionnaires_auto,web,5,,Aucun site — création,a_contacter,,
7210,Garage Gorge de Loup,"
1 Rue de la Fraternelle, 69009 Lyon, France",Lyon,concessionnaires_auto,,+33981752599,,0,concessionnaires_auto,web,5,,Aucun site — création,a_contacter,,
7211,Garage de l'Île Saint-Louis Mannes Paris,"
5 Bd Henri IV, 75004 Paris, France",Paris,concessionnaires_auto,https://www.mannes.fr/atelier/garage-de-lile-saint-louis/rdv-mannes-saint-louis/,+33143545564,contact@mannes.fr,0,concessionnaires_auto,web,35,,mannes.fr = réseau Mannes — grand compte,a_verifier,,
7212,Midas LYON TETE D'OR,"
115-117 Rue Sully, 69006 Lyon, France",Lyon,concessionnaires_auto,https://www.midas.fr/centres-auto-midas/auvergne-rhone-alpes/rhone/lyon/lyon-tete-dor_1614,+33428012120,,0,concessionnaires_auto,web,35,,midas.fr = réseau Midas — grand compte,a_verifier,,
7213,LukasAutos,"
111 Rue André Bollier, 69007 Lyon, France",Lyon,concessionnaires_auto,https://lukasautos69.wixsite.com/garage,+33478613268,,0,concessionnaires_auto,web,2,25,generator_Wix.com Website Builder(+20); no_og(+5); site hébergé sur wixsite.com (gratuit),a_verifier,,
